Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Combining time series prediction models using genetic algorithm to autoscaling Web applications hosted in the cloud infrastructure","Neural Computing and Applications","","27","8","10.1007/s00521-015-2133-3","Valter Rogério MessiasJulio Cezar EstrellaRicardo EhlersMarcos José SantanaRegina Carlucci SantanaStephan Reiff-Marganiec","2016","http://link.springer.com/article/10.1007/s00521-015-2133-3","Article"
"Research on combined model based on multi-objective optimization and application in time series forecast","Soft Computing","","23","22","10.1007/s00500-018-03690-w","Shenghui ZhangJiyang WangZhenhai Guo","2019","http://link.springer.com/article/10.1007/s00500-018-03690-w","Article"
"Modeling and forecasting of daily online-user movement in instant messaging based on the elliptic-orbit model: A case study for China","Peer-to-Peer Networking and Applications","","9","2","10.1007/s12083-015-0336-0","Yang Zong-chang","2016","http://link.springer.com/article/10.1007/s12083-015-0336-0","Article"
"A generalized prediction model for improving software reliability using time-series modelling","International Journal of System Assurance Engineering and Management","","13","3","10.1007/s13198-021-01449-5","Kamlesh Kumar RaghuvanshiArun AgarwalKhushboo JainV. B. Singh","2022","http://link.springer.com/article/10.1007/s13198-021-01449-5","Article"
"Forecasting and comparative analysis of Covid-19 cases in India and US","The European Physical Journal Special Topics","","231","18 - 20","10.1140/epjs/s11734-022-00536-3","Santanu Biswas","2022","http://link.springer.com/article/10.1140/epjs/s11734-022-00536-3","Article"
"Intraday forecasts of a volatility index: functional time series methods with dynamic updating","Annals of Operations Research","","282","1 - 2","10.1007/s10479-018-3108-4","Han Lin ShangYang YangFearghal Kearney","2019","http://link.springer.com/article/10.1007/s10479-018-3108-4","Article"
"Statistical Evaluation of Deep Learning Models for Stock Return Forecasting","Computational Economics","","","","10.1007/s10614-022-10338-3","Firat Melih YilmazEngin Yildiztepe","2022","http://link.springer.com/article/10.1007/s10614-022-10338-3","Article"
"Forecasting Future Monthly Patient Volume using Deep Learning and Statistical Models","Wireless Personal Communications","","130","2","10.1007/s11277-023-10341-3","Zeydin PalaRamazan AtıcıErkan Yaldız","2023","http://link.springer.com/article/10.1007/s11277-023-10341-3","Article"
"Forex market forecasting with two-layer stacked Long Short-Term Memory neural network (LSTM) and correlation analysis","Journal of Electrical Systems and Information Technology","","9","1","10.1186/s43067-022-00054-1","Michael Ayitey JuniorPeter AppiaheneObed Appiah","2022","http://link.springer.com/article/10.1186/s43067-022-00054-1","Article"
"Time series modelling to forecast prehospital EMS demand for diabetic emergencies","BMC Health Services Research","","17","1","10.1186/s12913-017-2280-6","Melanie VillaniArul EarnestNatalie NanayakkaraKaren SmithBarbora de CourtenSophia Zoungas","2017","http://link.springer.com/article/10.1186/s12913-017-2280-6","Article"
"Unemployment Rate Forecasting: A Hybrid Approach","Computational Economics","","57","1","10.1007/s10614-020-10040-2","Tanujit ChakrabortyAshis Kumar ChakrabortyMunmun BiswasSayak BanerjeeShramana Bhattacharya","2021","http://link.springer.com/article/10.1007/s10614-020-10040-2","Article"
"Precipitation forecasting in Marmara region of Turkey","Arabian Journal of Geosciences","","14","2","10.1007/s12517-020-06363-x","Veysel CobanEzgi GulerTaner KilicSuheyla Yerel Kandemir","2021","http://link.springer.com/article/10.1007/s12517-020-06363-x","Article"
"Machine learning models for forecasting water demand for the Metropolitan Region of Salvador, Bahia","Neural Computing and Applications","","","","10.1007/s00521-023-08842-0","Edmilson dos Santos de JesusGecynalda Soares da Silva Gomes","2023","http://link.springer.com/article/10.1007/s00521-023-08842-0","Article"
"Bootstrapped Dendritic Neuron Model Artificial Neural Network for Forecasting","Granular Computing","","","","10.1007/s41066-023-00390-1","Elif OlmezErol EgriogluEren Bas","2023","http://link.springer.com/article/10.1007/s41066-023-00390-1","Article"
"A Review on Drought Index Forecasting and Their Modelling Approaches","Archives of Computational Methods in Engineering","","30","2","10.1007/s11831-022-09828-2","Yi Xun TanJing Lin NgYuk Feng Huang","2023","http://link.springer.com/article/10.1007/s11831-022-09828-2","Article"
"Time series analysis of climatic variability and trends in Shiwalik to Pir Panjal mountain range in the Indian western Himalaya","Environment, Development and Sustainability","","","","10.1007/s10668-023-03476-7","Sajid KhanZishan Ahmad WaniRameez AhmadKailash S. GairaSusheel Verma","2023","http://link.springer.com/article/10.1007/s10668-023-03476-7","Article"
"Comparative analysis of forecasting for air cargo volume: Statistical techniques vs. machine learning","Journal of Data, Information and Management","","2","4","10.1007/s42488-020-00031-1","Jiaming LiuLina DingXiaoyu GuanJiao GuiJianbin Xu","2020","http://link.springer.com/article/10.1007/s42488-020-00031-1","Article"
"PSO–LSTM for short term forecast of heterogeneous time series electricity price signals","Journal of Ambient Intelligence and Humanized Computing","","12","2","10.1007/s12652-020-02353-9","Venkateswarlu GunduSishaj P. Simon","2021","http://link.springer.com/article/10.1007/s12652-020-02353-9","Article"
"Long-term forecasting in a coastal ecosystem: case study of a Southern restored Mediterranean lagoon: The North Lagoon of Tunis","Journal of Coastal Conservation","","26","2","10.1007/s11852-022-00858-3","Nadia Ben HadidCatherine GoyetNaceur Ben MaizAbdessalem Shili","2022","http://link.springer.com/article/10.1007/s11852-022-00858-3","Article"
"Machine learning-based time series models for effective CO2 emission prediction in India","Environmental Science and Pollution Research","","","","10.1007/s11356-022-21723-8","Surbhi KumariSunil Kumar Singh","2022","http://link.springer.com/article/10.1007/s11356-022-21723-8","Article"
"Do International Students Displace US Students in the Pursuit of Higher Degrees in Science and Engineering? A Forecasting Analysis","Higher Education Policy","","29","3","10.1057/hep.2016.2","Antonio SanfilippoChase DowlingSofiane Abbar","2016","http://link.springer.com/article/10.1057/hep.2016.2","Article"
"A conditional classification recurrent RBM for improved series mid-term forecasting","Applied Intelligence","","51","11","10.1007/s10489-021-02315-4","Lei XiaJiancheng LvChunzhi XieJing Yin","2021","http://link.springer.com/article/10.1007/s10489-021-02315-4","Article"
"Effect of meteorological conditions on leisure walking: a time series analysis and the application of outdoor thermal comfort indexes","International Journal of Biometeorology","","66","6","10.1007/s00484-022-02262-w","Youjoung KimRobert Brown","2022","http://link.springer.com/article/10.1007/s00484-022-02262-w","Article"
"Hybrid systems using residual modeling for sea surface temperature forecasting","Scientific Reports","","12","1","10.1038/s41598-021-04238-z","Paulo S. G. de Mattos NetoGeorge D. C. CavalcantiDomingos S. de O. Santos JúniorEraylson G. Silva","2022","http://link.springer.com/article/10.1038/s41598-021-04238-z","Article"
"Assessing the associations between Aedes larval indices and dengue risk in Kalutara district, Sri Lanka: a hierarchical time series analysis from 2010 to 2019","Parasites & Vectors","","15","1","10.1186/s13071-022-05377-6","Prasad LiyanageYesim TozanHasitha Aravinda TisseraHans J. OvergaardJoacim Rocklöv","2022","http://link.springer.com/article/10.1186/s13071-022-05377-6","Article"
"Photovoltaic power forecasting using simple data-driven models without weather data","Computer Science - Research and Development","","32","1 - 2","10.1007/s00450-016-0316-5","Jorge Ángel González OrdianoSimon WaczowiczMarkus ReischlRalf MikutVeit Hagenmeyer","2017","http://link.springer.com/article/10.1007/s00450-016-0316-5","Article"
"Research on duplicate combined forecasting method based on supply chain coordination","Cluster Computing","","22","3","10.1007/s10586-018-2356-z","Yanxin ZhuSujian LiYongfang Peng","2019","http://link.springer.com/article/10.1007/s10586-018-2356-z","Article"
"Forecasting municipal solid waste generation using artificial intelligence models—a case study in India","SN Applied Sciences","","1","2","10.1007/s42452-018-0157-x","Umang SoniAkashdeep RoyAyush VermaVipul Jain","2019","http://link.springer.com/article/10.1007/s42452-018-0157-x","Article"
"Multimodel ensemble approach for hourly global solar irradiation forecasting","The European Physical Journal Plus","","134","12","10.1140/epjp/i2019-12966-5","Nahed ZemouriHassen BouzgouChristian A. Gueymard","2019","http://link.springer.com/article/10.1140/epjp/i2019-12966-5","Article"
"Power load forecasting based on long short term memory-singular spectrum analysis","Energy Systems","","13","3","10.1007/s12667-020-00424-6","NeerajJimson MathewRanjan Kumar Behera","2022","http://link.springer.com/article/10.1007/s12667-020-00424-6","Article"
"An approach for modelling and forecasting research activity related to an emerging technology","Scientometrics","","112","1","10.1007/s11192-017-2381-3","Iñaki BildosolaPilar GonzalezPaz Moral","2017","http://link.springer.com/article/10.1007/s11192-017-2381-3","Article"
"Load forecasting for smart grid using non-linear model in Hadoop distributed file system","Cluster Computing","","22","6","10.1007/s10586-018-1997-2","S. Arun JeesVenugopal Gomathi","2019","http://link.springer.com/article/10.1007/s10586-018-1997-2","Article"
"Forecasting the daily electricity consumption in the Moscow region using artificial neural networks","Physics of Particles and Nuclei Letters","","14","4","10.1134/S1547477117040112","V. V. IvanovA. V. KryanevE. S. Osetrov","2017","http://link.springer.com/article/10.1134/S1547477117040112","Article"
"Penalized Estimation and Forecasting of Multiple Subject Intensive Longitudinal Data","Psychometrika","","87","2","10.1007/s11336-021-09825-7","Zachary F. FisherYounghoon KimBarbara L. FredricksonVladas Pipiras","2022","http://link.springer.com/article/10.1007/s11336-021-09825-7","Article"
"Duration Estimate at Completion: Improving Earned Value Management Forecasting Accuracy","KSCE Journal of Civil Engineering","","24","3","10.1007/s12205-020-0407-5","Solomon SackeyDong-Eun LeeByung-Soo Kim","2020","http://link.springer.com/article/10.1007/s12205-020-0407-5","Article"
"A new hybrid PM
              
                
              
              $$_{2.5}$$
              
                
                  
                  
                    2.5
                  
                
              
             volatility forecasting model based on EMD and machine learning algorithms","Environmental Science and Pollution Research","","30","34","10.1007/s11356-023-26834-4","Ping WangXu BiGuisheng ZhangMengjiao Yu","2023","http://link.springer.com/article/10.1007/s11356-023-26834-4","Article"
"Three-day forecasting of greenhouse gas CH4 in the atmosphere of the Arctic Belyy Island using discrete wavelet transform and artificial neural networks","Neural Computing and Applications","","33","16","10.1007/s00521-021-05792-3","Anna RakhmatovaAlexander SergeevAndrey ShichkinAlexander BuevichElena Baglaeva","2021","http://link.springer.com/article/10.1007/s00521-021-05792-3","Article"
"A New Fuzzy Time Series Model Based on Fuzzy C-Regression Model","International Journal of Fuzzy Systems","","20","6","10.1007/s40815-018-0497-0","Nevin Güler Dincer","2018","http://link.springer.com/article/10.1007/s40815-018-0497-0","Article"
"Forecasting Tourist Arrivals via Random Forest and Long Short-term Memory","Cognitive Computation","","13","1","10.1007/s12559-020-09747-z","Lu PengLin WangXue-Yi AiYu-Rong Zeng","2021","http://link.springer.com/article/10.1007/s12559-020-09747-z","Article"
"Modelling the lexical complexity of homogenous texts: a time series approach","Quality & Quantity","","57","3","10.1007/s11135-022-01451-4","Yanhui Zhang","2023","http://link.springer.com/article/10.1007/s11135-022-01451-4","Article"
"Time series data analysis under indeterminacy","Journal of Big Data","","10","1","10.1186/s40537-023-00806-4","Muhammad Aslam","2023","http://link.springer.com/article/10.1186/s40537-023-00806-4","Article"
"Enhancing the Forecasting of Monthly Streamflow in the Main Key Stations of the River Nile Basin","Water Resources","","45","5","10.1134/S0097807818050135","Mohammed A. ElganinyAlaa Esmail Eldwer","2018","http://link.springer.com/article/10.1134/S0097807818050135","Article"
"Weather Forecasting Using Ensemble of Spatial-Temporal Attention Network and Multi-Layer Perceptron","Asia-Pacific Journal of Atmospheric Sciences","","57","3","10.1007/s13143-020-00212-3","Yuanpeng LiJunwei LangLei JiJiqin ZhongZaiwen WangYang GuoSailing He","2021","http://link.springer.com/article/10.1007/s13143-020-00212-3","Article"
"Daily middle-term probabilistic forecasting of power consumption in North-East England","Energy Systems","","","","10.1007/s12667-023-00577-0","Roberto BavieraGiuseppe Messuti","2023","http://link.springer.com/article/10.1007/s12667-023-00577-0","Article"
"Modeling and forecasting of principal minerals production","Arabian Journal of Geosciences","","14","9","10.1007/s12517-021-07135-x","Sunila SaadatIjaz HussainMuhammad Faisal","2021","http://link.springer.com/article/10.1007/s12517-021-07135-x","Article"
