"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Power Load Forecasting Model Based on EMD and Deep Learning","K. Song; J. Ma; Y. Bai; S. Tian","Beijing University of Chemical Technology, Beijing, China; China Quality Certification Centre, Nanjing Branch, Nanjing, Jiangsu, China; Beijing University of Chemical Technology, Beijing, China; Shanxi University, Taiyuan, China","2023 3rd International Symposium on Computer Technology and Information Science (ISCTIS)","16 Aug 2023","2023","","","999","1003","An short-term power load forecasting model based on EMD-GRU is proposed for the characteristics of nonlinearity, non-stationarity and time-series of power loads. The empirical modal decomposition (EMD) is used to decompose the raw power load data after data preprocessing into a finite number of internal modal components (IMF) and a residual component to reduce the non-stationarity and complexity of the load series. The decomposed components are input into GRU for prediction, and the predicted values of each component are reorganized to find the final load prediction results. Using real data as an arithmetic example, the EMD gru model and other models are used for prediction respectively, and the results show that the EMD-GRU model has a lower average absolute percentage error, indicating that the model can fit the load curve better and has a higher prediction accuracy.","","979-8-3503-2538-6","10.1109/ISCTIS58954.2023.10213039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10213039","Machine learning;electric load;signal decomposition;gated recurrent neural network","Support vector machines;Information science;Recurrent neural networks;Load forecasting;Time series analysis;Predictive models;Data models","","","","","","9","IEEE","16 Aug 2023","","","IEEE","IEEE Conferences"
"Application of Drought Prediction Based on Deep Learning","B. Zhao; J. Wei; J. Shang; W. Zhang","School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, China; School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, China; School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, China; School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, China","2023 3rd International Symposium on Computer Technology and Information Science (ISCTIS)","16 Aug 2023","2023","","","267","272","This paper explores the ability of deep learning models to predict drought phenomena. Taking the Songliao River Basin as an example, the Standardized Precipitation Evapotranspiration Index (SPEI) is used as the drought index predicted by the models, and the prediction accuracy of Autoregressive Integrated Moving Average model (ARIMA), Long Short-Term Memory (LSTM), and Informer models for SPEI values at multiple time scales is analyzed and compared, and the prediction performance of the models is evaluated using NSE, RMSE, and MAE. The results show that (1) the prediction accuracy of the ARIMA, LSTM, and Informer models for SPEI values gradually improves as the time scale increases; (2) the prediction performance of all three models is optimal at the 24-month time scale, with NSE values of 0.928, 0.854, and 0.934; RMSE values of 0.185, 0.295, and 0.169; and MAE values of 0.104, 0.221, and 0.108, respectively; (3) The Informer model outperforms the ARIMA and LSTM models in forecasting at any time scale. Overall, the Informer model is more suitable for drought prediction in the Songliao River Basin.","","979-8-3503-2538-6","10.1109/ISCTIS58954.2023.10213059","Science and Technology Projects in Henan Province, China(grant numbers:201400211000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10213059","SPEI;drought prediction;deep learning;Informer","Deep learning;Analytical models;Precipitation;Computational modeling;Droughts;Time series analysis;Predictive models","","","","","","13","IEEE","16 Aug 2023","","","IEEE","IEEE Conferences"
"Optimizing Gas Production Forecasting in Iraq Using a Hybrid Artificial Intelligence Model","M. A. H. Ashour","dept.Statistics, University of Baghdad, Baghdad, Iraq","2023 IEEE 14th Control and System Graduate Research Colloquium (ICSGRC)","16 Aug 2023","2023","","","220","223","This paper aims to enhance the accuracy and reliability of gas production predictions for Iraq until 2030 by comparing traditional time series methods (ARIMA) with a hybrid artificial intelligence (AI) model that combines artificial neural networks (ANN) and genetic algorithms (GA). The integration of ANN and GA aims to leverage the strengths of pattern recognition and parameter optimization for more precise forecasting. The study’s objectives revolve around contributing to sustainable development goals within Iraq’s energy sector. The research methodology encompasses data collection, preprocessing, training ANN models, optimizing parameters using GA, and evaluating the hybrid approach’s performance. The results of this research will provide valuable insights for policymakers and industry stakeholders, empowering them to make informed decisions aligned with sustainable development objectives.","2833-1028","979-8-3503-4623-7","10.1109/ICSGRC57744.2023.10215424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215424","Artificial intelligence;ANN;GA;ARIMA;gas production;prediction;sustainable development goals","Training;Time series analysis;Artificial neural networks;Production;Predictive models;Stakeholders;Artificial intelligence","","","","","","20","IEEE","16 Aug 2023","","","IEEE","IEEE Conferences"
"Enhancing Weather-Related Outage Prediction and Precursor Discovery through Attention-Based Multi-Level Modeling","M. Alqudah; Z. Obradovic","Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA; Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA","IEEE Access","","2023","PP","99","1","1","Electric grid continually monitors spatiotemporal data from sparse service areas. As power systems grow and get more complex, and with the deployment of more sensors and data collection capabilities, monitoring and analyzing data streams for outage prediction will get more complicated. In addition, the burden on human operators to analyze such data is getting challenging. Furthermore, climate change introduces new challenges to power grid reliability and makes the human grid operators’ task more critical. To address some of these challenges, this research proposes a novel model to jointly predict power grid outages and discover precursors from spatiotemporal data using multi-level data. The new method utilizes multi-task learning (MTL) and multi-instance learning (MIL) to jointly predict outages and learn event precursors. This is achieved by introducing distance-aware self-attention to capture relationships between locations and improve event detection and precursor discovery while utilizing multi-level data (local weather data, global demand, and forecast data) in a sparse setting. Experiments are conducted using five years of data collected in the U.S. Pacific Northwest. The proposed methodology achieves an Area Under the Precision-Recall Curve (AU-PRC) of 0.97 using 12 hours of data before the event. Experiments showed that the proposed model could predict events several hours ahead with high accuracy, where such early predictions allow grid operators to deploy outage mitigation plans. In addition, the new framework effectively discovers spatiotemporal precursors for power outages. Grid operators can use such event precursors to help mitigate outages and improve grid reliability.","2169-3536","","10.1109/ACCESS.2023.3303110","United States Army Core of Engineers(grant numbers:W9132V-22-2-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10219427","Weather;event detection;event precursors;machine learning;power system faults;smart grids;time series analysis;big data;climate change","Predictive models;Power system reliability;Power grids;Data models;Meteorology;Spatiotemporal phenomena;Machine learning;Climate change;Event detection;Weather forecasting;Smart grids;Big Data","","","","","","","CCBYNCND","15 Aug 2023","","","IEEE","IEEE Early Access Articles"
"“Predicting the Future: A Web Platform for Time Series Modeling”","A. L. Vidal; I. S. Brito; J. P. Barros; L. Domingues","Escola Superior de Tecnologia e Gestão, Instituto Politécnico de Beja, Beja, Portugal; Escola Superior de Tecnologia e Gestão, Instituto Politécnico de Beja, Beja, Portugal; Escola Superior de Tecnologia e Gestão, Instituto Politécnico de Beja, Beja, Portugal; Escola Superior de Tecnologia e Gestão, Instituto Politécnico de Beja, Beja, Portugal","2023 18th Iberian Conference on Information Systems and Technologies (CISTI)","15 Aug 2023","2023","","","1","4","This article describes a WEB platform for forecasting time series using the ARIMA and SARIMA models. These models are widely used to forecast time series through manual or automatic processes. The platform is designed to analyze meteorological data in time series. It integrates open-source languages and technologies such as Python and the Django framework for data visualization and decision support. As a case study, meteorological data provided by a center that operates in the area of irrigation, were used. Despite the work being in evaluation, the existing preliminary results point to high interest on the part of the members and clients of the center.","2166-0727","978-989-33-4792-8","10.23919/CISTI58278.2023.10211327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211327","Time Series;forecasting models;decision support;ARIMA;SARIMA","Irrigation;Time series analysis;Weather forecasting;Data visualization;Manuals;Predictive models;Forecasting","","","","","","0","","15 Aug 2023","","","IEEE","IEEE Conferences"
"A New Time Series Forecasting Approach Using Classification: Application to Field of View Prediction in 360° videos","A. Saadallah; I. El-Korbi; S. M. Senouci; P. Brunet","DRIVE Lab, Université de Bourgogne, Nevers, France; DRIVE Lab, Université de Bourgogne, Nevers, France; DRIVE Lab, Université de Bourgogne, Nevers, France; DRIVE Lab, Université de Bourgogne, Nevers, France","2023 IEEE 97th Vehicular Technology Conference (VTC2023-Spring)","14 Aug 2023","2023","","","1","5","Multimedia applications based on 360° video use a remote server and require a very high bandwidth. Thus, the full transmission of the video from the server can have a negative impact on the quality of the traffic that passes through different communication networks to the end users. One of the solutions to reduce the throughput of 360° videos is to introduce the notion of field of view (FoV) which allows to transmit at a given time only a portion of the video with a higher quality. The remaining portions of the video will be transmitted with a lower quality. In this work, a lossy forecasting approach is proposed to predict the motion trajectory of users of a 360° streaming system in order to ensure better quality of experience (QoE). A new Time Series Forecasting approach using Classification (TSFC) that transforms real data into discrete data so that classification algorithms can be used to make forecasts from them. Our approach can provide online and offline learning and can guarantee live streaming where it ensures a prediction time under 6ms and remarkably well below existing approaches.","2577-2465","979-8-3503-1114-3","10.1109/VTC2023-Spring57618.2023.10199671","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199671","Time series;forecasting;QOE;360° video;streaming","Vehicular and wireless technologies;Time series analysis;Transforms;Streaming media;Throughput;Classification algorithms;Trajectory","","","","","","14","IEEE","14 Aug 2023","","","IEEE","IEEE Conferences"
"Transferable Time-Series Forecasting under Causal Conditional Shift","Z. Li; R. Cai; T. Z. J. Fu; Z. Hao; K. Zhang","School of Computing, Guangdong University of Technology, Guangzhou, China; School of Computer Science, Guangdong University of Technology, Guangzhou, China; School of Computer Science, Guangdong University of Technology, Guangzhou, China; College of Science, Shantou University, Shantou, Guangdong, China; Department of Philosophy, Carnegie Mellon University, Pittsburgh, PA, USA","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2023","PP","99","1","18","This paper focuses on the problem of semi-supervised domain adaptation for time-series forecasting, which is underexplored in literature, despite being often encountered in practice. Existing methods on time-series domain adaptation mainly follow the paradigm designed for static data, which cannot handle domain-specific complex conditional dependencies raised by data offset, time lags, and variant data distributions. In order to address these challenges, we analyze variational conditional dependencies in time-series data and find that the causal structures are usually stable among domains, and further raise the causal conditional shift assumption. Enlightened by this assumption, we consider the causal generation process for time-series data and propose an end-to-end model for the semi-supervised domain adaptation problem on time-series forecasting. Our method can not only discover the Granger-Causal structures among cross-domain data but also address the cross-domain time-series forecasting problem with accurate and interpretable predicted results. We further theoretically analyze the superiority of the proposed method, where the generalization error on the target domain is bounded by the empirical risks and by the discrepancy between the causal structures from different domains. Experimental results on both synthetic and real data demonstrate the effectiveness of our method for the semi-supervised domain adaptation method on time-series forecasting.","1939-3539","","10.1109/TPAMI.2023.3304354","the National Key R&D Program of China(grant numbers:2021ZD0111501); National Outstanding Youth Science Fund Project of National Natural Science Foundation of China(grant numbers:62122022); National Natural Science Foundation of China(grant numbers:61876043,61976052); PCL(grant numbers:PCL2021A12); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214679","Time Series;Granger Causality;Transfer Learning;Semi-Supervised Domain Adaptation","Forecasting;Adaptation models;Predictive models;Mathematical models;Data models;Time series analysis;Data mining","","","","","","","IEEE","11 Aug 2023","","","IEEE","IEEE Early Access Articles"
"Comparative Analysis of Six Short-Term Load Forecasting Models for a Distribution Transformer","M. Kumar; P. K. Jha; J. Crawford Alasdair; S. Dandriyal; R. Maurya","Electricity and Fuel Division, The Energy and Resources Institute, New Delhi, India; Electricity and Fuel Division, The Energy and Resources Institute, New Delhi, India; Energy and Environment Directorate, Pacific Northwest National Laboratory, Richland, WA, USA; Electricity and Fuel Division, The Energy and Resources Institute, New Delhi, India; Sustainable Energy Engineering, IIT Kanpur, Kanpur, India","2023 6th International Conference on Renewable Energy for Developing Countries (REDEC)","11 Aug 2023","2023","","","48","53","The paper presents the short-term (day-ahead) time-series load forecasting models based on the ARIMA, SVR, MLR, ML/ANN i.e. NARX, ANFIS, and Exponentially Weighted Elasticnet with Fourier Series (EWENFS) at 990 kVA Distribution Transformer (DT) level. The proposed load forecasting models significantly improve the forecasting errors for DT level day-ahead forecasting for each season. The models show that ARIMA and EWENFS models yield better predictions as compared to other models. However, the reasons behind the high error of ANN needs to be examined to improve our learning. For summer, monsoon & winter seasons minimum MAE obtained are 10.27 kVA, 6.97 kVA, and 7.19 kVA respectively.","2644-1837","979-8-3503-3298-8","10.1109/REDEC58286.2023.10208192","Indo-US Science and Technology Forum; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10208192","Short term load forecasting;ANN;ARIMA;SVR;MLR;fuzzy logic","Renewable energy sources;Analytical models;Load forecasting;Monsoons;Predictive models;Developing countries;Transformers","","","","","","19","IEEE","11 Aug 2023","","","IEEE","IEEE Conferences"
"Resource Availability Forecasting for Federated Clouds","M. H. Mursal; U. Ahmed; M. Z. Nayyer","Department of Software Engineering, Government College University, Faisalabad, Pakistan; Department of Software Engineering, Government College University, Faisalabad, Pakistan; Department of Computer Science, GIFT University, Gujranwala, Pakistan","2023 International Conference on Energy, Power, Environment, Control, and Computing (ICEPECC)","11 Aug 2023","2023","","","1","6","Cloud federation has enabled organizations to adopt collaborative services for sharing data and workloads across various platforms. Induction of federation members may require some verifications and predictions related to capacity and capability of these members for compensating such types of workloads. However, the nature of federated services require stringent methods to keep track of dynamically forming resource clusters for forecasting their behavior. Recent literature has mostly focused on the applicability of forecasting algorithms based on static datasets with little or no applicability to real time scenarios. Proposed research has utilized a real world application of Clouds4Coordination (C4C) federation system. A resource forecasting strategy using two well-known algorithms, namely Autoregressive Integrated Moving Average (ARIMA) and Long Short-Term Memory (LSTM) has been proposed for collaborative clouds used in Architecture, Engineering and Construction (AEC) industry. The results have shown that no single algorithm is sufficient enough to deal with dynamic scenarios of cloud federation. Moreover, the selection of algorithm is highly dependent upon the type and duration of prediction required i.e. short term or long term as required by the user.","","978-1-6654-7601-0","10.1109/ICEPECC57281.2023.10209448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209448","C4C;federation;forecasting;cloud;AEC","Heuristic algorithms;Computational modeling;Time series analysis;Collaboration;Clustering algorithms;Computer architecture;Predictive models","","","","","","28","IEEE","11 Aug 2023","","","IEEE","IEEE Conferences"
"Multivariate Time Series Forecasting with GARCH Models on Graphs","J. Hong; Y. Yan; E. E. Kuruoglu; W. K. Chan","Tsinghua-Berkeley Shenzhen Institute, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua-Berkeley Shenzhen Institute, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China","IEEE Transactions on Signal and Information Processing over Networks","","2023","PP","99","1","12","Data that house topological information is manifested as relationships between multiple variables via a graph formulation. Various methods have been developed for analyzing time series on the nodes of graphs but research works on graph signals with volatility are limited. In this paper, we propose a graph framework of multivariate Generalized Autoregressive Conditional Heteroscedasticity (GARCH) models from the spectral perspective with the Laplacian matrix. We introduce three graphical GARCH models: one symmetric Graph GARCH model and two asymmetric models namely Graph Exponential GARCH and Graph GJR-GARCH. Assuming that graph signals and their residuals are graph stationary, this framework can decompose the multivariate GARCH models into a linear combination of several univariate GARCH processes in the graph spectral domain. Moreover, it is possible to reduce the number of parameters with the graph topology information and further reduce the estimation cost by utilizing the principal components of the graph signal in the frequency domain. These proposed models are tested on synthetic data and on two real applications for weather prediction and wind power forecasting. With the data and GARCH model residuals being graph stationary, the experiment results demonstrate that these three graphical models can make multi-step predictions more accurately than non-graph GARCH models and Graph Vector Autoregressive Moving Average model.","2373-776X","","10.1109/TSIPN.2023.3304142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214355","Graph Signal Processing;Laplacian Matrix;Multivariate Time Series Forecasting;ARCH;GARCH;Multivariate GARCH;EGARCH;GJR-GARCH;O-GARCH","Autoregressive processes;Predictive models;Biological system modeling;Laplace equations;Covariance matrices;Time series analysis;Forecasting","","","","","","","IEEE","10 Aug 2023","","","IEEE","IEEE Early Access Articles"
